seller_id,seller_gmv_brl,seller_orders,avg_delivery_days,avg_review_score
2a6fbeaa7ab9e5d59a35841a8da71ce4,2265.28,30,14.51,3.93
c8417879a15366a17c30af34c798c332,2255.44,26,9.49,4.03
7139dc5186aa238b006e066d8fbab2e4,2247.93,22,14.19,4.09
a36b125ac6d5fdbc7f50de85c9157bdc,2232.63,24,12.93,4.04
392e0502231ae2f8b29994ef6398cd77,2227.59,20,17.71,4.16
198c7ea11960a9844b544d9bcdca860c,2225.38,25,14.51,3.88
9b00ed88b7fdb95d6ff76e27c1b52d16,2203.36,47,9.05,4.51
411f3b52d857390502ee4e4d5ceabc2d,2182.72,21,8.47,4.26
a5a1bfcf728ab0e19182959cf0771ee4,2160.85,21,13.62,4.29
d9a84e1403de8da0c3aa531d6d108ba6,2157.34,54,7.47,4.56
d1ef48b38baca7e831711c4a0aeb398f,2144.69,29,9.79,4.43
1dfe5347016252a7884b694d4f10f5c4,2129.73,21,19.46,3.19
d3674f271c91f824f82d24d92011f669,2101.82,20,13.77,4.1
013900e863eace745d3ec7614cab5b1a,2089.37,23,11.49,4.73
ffc470761de7d0232558ba5e786e57b7,2087.13,28,10.08,4.3
75fbb52eda0cbc24f479d3b2fbfa8d3e,2074.51,40,13.9,4.4
7ecd59e5e20407131822c1a68ac59c1f,2054.52,24,17.43,4.48
845e8036c3f7bf62099352f5ed910240,2045.24,21,8.28,3.83
b2a6d334e2833acea353624840e25a0e,2038.59,25,10.7,4.5
3785b653b1b82de85ab47dd139938091,2033.27,21,11.33,4.75
002100f778ceb8431b7a1020ff7ab48f,2028.16,51,16.19,3.98
e63e8bfa530fb16910dd6956e592bb81,1979.17,42,9.34,4.26
718539d38d07dd351c76db862760e2e2,1977.95,37,7.96,4.33
52f0fe436a347ddad7ed5f9aa4e27eaa,1960.9,21,13.99,3.3
39d54ff918774174706fb065d7f9dc07,1956.99,23,15.16,3.8
af3ef48d0e13835e529c29ac573c63e5,1873.13,21,7.93,3.76
2709af9587499e95e803a6498a5a56e9,1859.02,26,12.7,2.57
3771c85bac139d2344864ede5d9341e3,1842.26,26,12.77,3.57
d4e12e7884759a14fa0f5f896c791cae,1839.67,29,8.33,4.63
f918546be4bec7104d117789ba758b2b,1830.15,20,11.93,3.83
138dbe45fc62f1e244378131a6801526,1814.8,49,6.21,3.98
04e38a233f726ef161074ab1c9b0399a,1811.27,23,11.58,3.79
d8c7ba53e7e38711eaef8c2849d6d2e1,1788.34,22,8.11,4.5
01fd077212124329bac32490e8ef80d9,1783.36,31,7.99,4.31
5f3ae9136c875522250f8184f253413a,1773.76,43,7.68,4.58
ffff564a4f9085cd26170f4732393726,1770.86,20,12.5,2.1
7e26c750b4cb9f6766f58265ff9ebe95,1733.18,23,9.45,4.41
f08c008c8a8d31417763738a1788a2a8,1714.69,22,19.13,3.09
671585f5a2af58b6e276bc01003c0d2b,1692.11,27,5.59,4.7
57c764b4a836300be881e2ff86e449f9,1681.11,29,15.5,4.17
542917da124346b47ea1ac79a93ce454,1667.08,20,11.58,4.15
20cb7c2fde3e5bf10f0bbe7394e1c6a9,1660.28,32,12.15,3.84
42ef3192a9ff87a22d1867b74b3ee205,1655.97,23,9.31,4.65
52f9db5cfb423382a2fa5c9e39303202,1628.54,22,10.04,4.17
0afccdb8a34ee5c79f7c06faf2b4d56e,1613.78,25,13.47,4.04
6426d21aca402a131fc0a5d0960a3c90,1593.82,23,10.96,4.17
093805f8f2aeb63881444571e1f48f30,1559.73,22,8.17,3.81
113e3a788b935f48aad63e1c41dac1bd,1533.95,39,12.04,4.4
1caf283236cd69af44cbc09a0a1e7d32,1530.25,33,14.05,4.54
4e06067cc08b3f41d837768d392c3ee3,1514.25,31,9.79,4.17
1464afc72f696af775557a821c2e253f,1513.78,29,11.26,4.17
325f3178fb58e2a9778334621eecdbf9,1433.37,36,6.28,4.46
bc47d5d1490df2b36add65d733eafaba,1419.91,24,13.24,3.28
8fdca8e349553f99bc738833a62c8802,1370.22,22,10.3,4.36
7c5b05cbdb5542049f38d90d7815b97d,1345.46,22,7.82,4.42
ef2fbc2b607d8492bcffe657a4645434,1333.69,20,7.0,3.91
4ebdc7e6cd6102a022dadc49156d4ea8,1297.9,29,10.18,3.75
6a8a889bde935bafa76d7848782dfaf9,1228.62,26,7.56,3.93
4200ddf1967c5e41e48db62bc6d4b5ac,1222.73,22,8.98,4.24
bf00385a5f7fc1ef39a13c2e9ee50a5f,1213.03,29,5.77,4.31
18e694e0e48ed6f7aa3f24aade5fd697,1205.77,31,6.08,4.68
10076e5788b8ee532724bcd460baf762,1198.78,23,9.81,4.62
28f10b1c5e5abb9d4857745bede6147c,1185.42,28,7.64,4.0
3d5d0dc7073a299e31fa718ce1bc00b6,1178.13,23,8.34,4.17
e21a1e8be4715b0fcfd5385643bc49c4,1175.89,21,16.57,3.67
808d4348b916efa08e766ebad39f61eb,1014.92,21,7.96,4.43
41c2bad7229b0c25e6becf179ebf63ff,971.92,20,4.66,4.96
0d33a55da925bbf1ff02af5f6059fc7f,932.91,22,8.8,4.5
6b15924333bd1a741595fe981ea04822,854.46,21,7.78,4.67
916748bc99315c2d202898ae58b1617e,746.51,25,10.4,4.34
48efc9d94a9834137efd9ea76b065a38,666.0,33,10.83,5.0
5c853bb56f70f4d14218944bae111d7a,514.19,23,8.61,4.04
