order_month,category,gmv_brl,gmv_usd,mom_growth_pct
2018-08,housewares,74238.89,14847.91,-4.78
2018-08,sports_leisure,60374.75,12074.97,-8.29
2018-08,auto,53075.08,10615.12,3.69
2018-08,furniture_decor,51976.65,10395.5,-9.46
2018-08,computers_accessories,48190.39,9638.12,-4.61
2018-08,telephony,42480.9,8496.25,37.16
2018-08,pet_shop,28784.18,5756.77,23.23
2018-08,perfumery,28660.53,5732.05,11.5
2018-08,baby,26771.31,5354.36,-2.22
2018-08,construction_tools_construction,25925.05,5185.02,47.39
2018-08,toys,21074.27,4214.87,2.12
2018-08,garden_tools,20388.16,4077.71,-34.49
2018-08,cool_stuff,19091.64,3818.31,-44.31
2018-08,stationery,18980.61,3796.17,-11.68
2018-08,electronics,12967.37,2593.49,-6.12
2018-08,musical_instruments,11705.45,2341.08,4.97
2018-08,home_appliances_2,10667.72,2133.55,-22.54
2018-08,fashion_bags_accessories,10035.75,2007.21,35.29
2018-08,construction_tools_lights,9888.59,1977.75,14.57
2018-08,food,9676.42,1935.33,119.85
2018-08,computers,9228.25,1845.67,-22.76
2018-08,office_furniture,8386.67,1677.37,-51.77
2018-08,home_construction,8312.99,1662.6,0.18
2018-08,luggage_accessories,8256.81,1651.37,14.79
2018-08,home_appliances,7933.85,1586.77,21.28
2018-08,small_appliances,7486.0,1497.2,-23.48
2018-08,furniture_living_room,6690.29,1338.02,-24.32
2018-08,consoles_games,5828.24,1165.72,-38.9
2018-08,agro_industry_and_commerce,5543.74,1108.75,-36.54
2018-08,unknown,5123.43,1024.72,-22.94
2018-08,construction_tools_safety,4596.59,919.31,114.5
2018-08,costruction_tools_garden,4294.49,858.89,65.67
2018-08,air_conditioning,4007.82,801.54,27.74
2018-08,small_appliances_home_oven_and_coffee,3391.13,678.21,-34.42
2018-08,fixed_telephony,2891.02,578.2,-70.07
2018-08,furniture_bedroom,2819.88,563.97,53.36
2018-08,kitchen_dining_laundry_garden_furniture,2756.02,551.2,-43.6
2018-08,industry_commerce_and_business,2744.05,548.8,-50.95
2018-08,home_confort,2571.88,514.4,-27.76
2018-08,audio,2469.1,493.86,2.49
2018-08,signaling_and_security,2158.67,431.75,-64.82
2018-08,books_general_interest,2076.99,415.41,-53.81
2018-08,drinks,1918.02,383.6,17.44
2018-08,books_technical,1861.38,372.27,-28.56
2018-08,art,1775.9,355.19,-21.62
2018-08,party_supplies,1590.42,318.09,1785.28
2018-08,costruction_tools_tools,1497.04,299.41,-74.1
2018-08,food_drink,1340.39,268.06,15.06
2018-08,market_place,1107.97,221.6,299.5
2018-08,arts_and_craftmanship,1069.05,213.82,32.87
2018-08,cine_photo,818.29,163.67,-36.65
2018-08,books_imported,804.96,160.99,55.82
2018-08,christmas_supplies,778.71,155.74,17.69
2018-08,music,582.61,116.52,-34.78
2018-08,fashion_shoes,577.21,115.44,-41.43
2018-08,fashion_male_clothing,466.98,93.39,57.93
2018-08,diapers_and_hygiene,276.93,55.39,16.4
2018-08,fashion_underwear_beach,246.76,49.36,74.6
2018-08,fashio_female_clothing,169.13,33.83,-22.47
2018-08,fashion_sport,83.05,16.61,-21.21
2018-08,dvds_blu_ray,16.29,3.26,-83.19
2018-09,kitchen_dining_laundry_garden_furniture,166.46,33.29,-93.96
2018-09,unknown,,,
2018-10,unknown,,,
