customer_state,customer_city,category,orders,gmv_brl
RJ,nova iguacu,auto,10,1206.22
SP,francisco morato,sports_leisure,12,1206.2
SP,embu das artes,baby,11,1203.87
SP,santo andre,unknown,15,1203.77
SP,santo andre,telephony,21,1203.37
SP,osasco,electronics,16,1202.92
SP,atibaia,auto,10,1199.68
MG,betim,furniture_decor,11,1197.95
SE,aracaju,telephony,18,1195.94
SP,mogi mirim,bed_bath_table,13,1193.36
SP,itapecerica da serra,sports_leisure,11,1188.2
SP,sao jose dos campos,fashion_bags_accessories,12,1187.96
SP,cotia,auto,13,1180.02
RJ,volta redonda,perfumery,10,1179.46
SP,aracatuba,computers_accessories,10,1178.54
SP,santana de parnaiba,telephony,12,1176.3
SP,ribeirao preto,auto,12,1174.45
SP,rio claro,health_beauty,12,1167.45
PA,belem,stationery,11,1165.29
SP,sao bernardo do campo,electronics,15,1162.43
RS,sao leopoldo,furniture_decor,11,1161.78
SP,taboao da serra,housewares,15,1159.45
SP,taubate,garden_tools,10,1150.92
SP,ribeirao pires,computers_accessories,10,1141.06
SP,sumare,computers_accessories,10,1139.36
MG,lagoa santa,housewares,10,1137.94
SP,itu,sports_leisure,13,1137.85
SP,atibaia,housewares,10,1134.0
PR,maringa,baby,11,1129.87
SP,cotia,health_beauty,16,1129.59
MG,uberaba,garden_tools,11,1126.8
SP,itu,health_beauty,12,1124.95
MG,uberaba,auto,10,1117.53
RJ,sao goncalo,auto,12,1115.18
PE,olinda,telephony,10,1114.42
SP,santana de parnaiba,furniture_decor,12,1112.3
SP,presidente prudente,auto,11,1111.65
SP,catanduva,bed_bath_table,13,1111.0
MG,ipatinga,garden_tools,10,1109.29
RJ,rio das ostras,sports_leisure,11,1108.1
SP,maua,baby,12,1107.89
RJ,sao goncalo,baby,11,1099.57
RN,natal,books_general_interest,11,1092.36
SP,maua,toys,10,1086.22
SP,marilia,garden_tools,12,1081.58
SP,limeira,health_beauty,12,1080.06
SP,suzano,furniture_decor,10,1069.98
RJ,campos dos goytacazes,toys,10,1067.54
SP,santa barbara d'oeste,sports_leisure,10,1064.49
SP,barueri,fashion_bags_accessories,10,1064.22
SP,salto,sports_leisure,11,1061.41
RJ,marica,bed_bath_table,10,1050.5
RJ,volta redonda,baby,10,1047.21
SP,sumare,housewares,10,1041.13
MS,campo grande,telephony,12,1037.35
RS,viamao,bed_bath_table,10,1036.38
SP,santo andre,electronics,18,1032.56
SP,barueri,stationery,10,1030.0
ES,serra,perfumery,10,1027.75
ES,vila velha,telephony,12,1022.62
SP,embu das artes,bed_bath_table,13,1021.73
MG,divinopolis,housewares,12,1021.72
SP,bauru,garden_tools,11,1020.78
SP,guarulhos,fashion_bags_accessories,12,1018.57
RJ,niteroi,unknown,15,1016.11
AM,manaus,telephony,12,1015.85
PR,ponta grossa,garden_tools,10,1011.27
SP,franca,sports_leisure,10,1011.17
SP,sao jose dos campos,pet_shop,10,1010.01
SP,ferraz de vasconcelos,sports_leisure,13,1006.76
MS,campo grande,perfumery,12,1002.73
SP,suzano,baby,10,1001.97
SP,santos,telephony,16,1000.91
SP,embu das artes,furniture_decor,10,1000.02
RJ,belford roxo,sports_leisure,10,996.11
RS,rio grande,housewares,10,993.44
SP,ribeirao pires,bed_bath_table,10,987.13
SP,santos,electronics,23,978.14
SP,valinhos,toys,10,974.02
MG,governador valadares,bed_bath_table,12,966.28
SP,louveira,bed_bath_table,10,951.47
SP,sao vicente,computers_accessories,11,950.72
SP,carapicuiba,telephony,16,941.56
PB,joao pessoa,telephony,12,938.47
MG,montes claros,sports_leisure,12,922.09
BA,feira de santana,telephony,10,916.37
MG,sete lagoas,health_beauty,10,907.02
MG,belo horizonte,home_appliances,18,904.2
SP,santos,unknown,14,895.32
SP,itapevi,furniture_decor,10,889.26
SP,guarulhos,home_appliances,12,888.96
RJ,duque de caxias,unknown,12,886.23
RJ,nova iguacu,fashion_bags_accessories,10,885.88
RJ,sao goncalo,stationery,10,880.0
SP,sorocaba,unknown,16,870.24
PR,maringa,telephony,20,865.7
SP,santa barbara d'oeste,health_beauty,11,862.02
BA,salvador,home_appliances,12,861.9
SP,piracicaba,electronics,16,851.53
SC,sao jose,telephony,11,849.41
SP,campinas,food,10,842.04
SP,cubatao,bed_bath_table,10,836.95
MG,belo horizonte,fashion_shoes,11,836.7
SP,sao paulo,fashio_female_clothing,10,832.23
PR,londrina,unknown,10,826.9
SC,joinville,electronics,13,821.18
SP,jundiai,telephony,16,813.82
SP,braganca paulista,housewares,11,809.66
MG,uberlandia,telephony,12,809.62
MG,belo horizonte,books_general_interest,11,806.68
SP,guaruja,telephony,10,789.57
MG,contagem,electronics,12,780.85
SP,barueri,electronics,12,757.53
SP,praia grande,stationery,11,755.39
SP,americana,telephony,13,755.26
SP,jundiai,fashion_bags_accessories,11,726.9
SP,diadema,telephony,10,722.46
PR,maringa,unknown,10,720.17
SP,poa,health_beauty,10,671.28
AL,maceio,electronics,11,653.48
SP,ferraz de vasconcelos,health_beauty,10,652.58
ES,vila velha,electronics,10,641.54
MG,contagem,unknown,11,628.94
SP,santos,fashion_bags_accessories,11,628.42
SP,diadema,baby,10,621.75
SP,ribeirao preto,telephony,12,609.74
MG,belo horizonte,food,10,599.92
SP,osasco,consoles_games,11,593.25
RJ,sao goncalo,electronics,10,580.05
SP,barueri,unknown,10,578.09
SP,sorocaba,electronics,16,575.13
RJ,rio de janeiro,dvds_blu_ray,10,573.33
SP,bauru,telephony,10,549.12
SP,piracicaba,auto,10,535.92
SP,sao jose do rio preto,telephony,13,535.62
RN,parnamirim,books_general_interest,10,464.68
GO,goiania,electronics,12,455.48
MS,campo grande,unknown,10,429.39
SP,jacarei,telephony,10,424.55
SP,itaquaquecetuba,telephony,10,351.14
